"response_id","type","frequency"
"GEN24_1000653","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000653","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000653","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000653","Rude behaviour from locals","1 - Never"
"GEN24_1000653","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000655","Crime or theft","1 - Never"
"GEN24_1000655","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000655","Litter/waste on the streets","1 - Never"
"GEN24_1000655","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000655","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000655","Rude behaviour from locals","1 - Never"
"GEN24_1000655","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000660","Crime or theft","1 - Never"
"GEN24_1000660","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000660","Litter/waste on the streets","1 - Never"
"GEN24_1000660","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000660","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000660","Rude behaviour from locals","1 - Never"
"GEN24_1000660","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000662","Crime or theft","1 - Never"
"GEN24_1000662","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000662","Litter/waste on the streets","1 - Never"
"GEN24_1000662","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000662","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000662","Rude behaviour from locals","1 - Never"
"GEN24_1000662","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000663","Crime or theft","1 - Never"
"GEN24_1000663","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000663","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000663","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000663","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000663","Rude behaviour from locals","1 - Never"
"GEN24_1000663","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000664","Crime or theft","1 - Never"
"GEN24_1000664","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000664","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000664","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000664","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000664","Rude behaviour from locals","1 - Never"
"GEN24_1000664","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000669","Crime or theft","1 - Never"
"GEN24_1000669","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000669","Litter/waste on the streets","1 - Never"
"GEN24_1000669","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000669","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000669","Rude behaviour from locals","1 - Never"
"GEN24_1000669","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000671","Crime or theft","1 - Never"
"GEN24_1000671","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1000671","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000671","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000671","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000671","Rude behaviour from locals","1 - Never"
"GEN24_1000671","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000674","Crime or theft","1 - Never"
"GEN24_1000674","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000674","Litter/waste on the streets","1 - Never"
"GEN24_1000674","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000674","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000674","Rude behaviour from locals","1 - Never"
"GEN24_1000674","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000676","Crime or theft","1 - Never"
"GEN24_1000676","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000676","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000676","Overcrowded sightseeing spot","3 - Most of the times"
"GEN24_1000676","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000676","Rude behaviour from locals","1 - Never"
"GEN24_1000676","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000677","Crime or theft","1 - Never"
"GEN24_1000677","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000677","Litter/waste on the streets","1 - Never"
"GEN24_1000677","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000677","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000677","Rude behaviour from locals","1 - Never"
"GEN24_1000677","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000691","Crime or theft","Don't know/ Not applicable"
"GEN24_1000691","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1000691","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1000691","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1000691","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1000691","Rude behaviour from locals","Don't know/ Not applicable"
"GEN24_1000691","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1000693","Crime or theft","Don't know/ Not applicable"
"GEN24_1000693","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1000693","Litter/waste on the streets","1 - Never"
"GEN24_1000693","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1000693","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1000693","Rude behaviour from locals","1 - Never"
"GEN24_1000693","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1000697","Crime or theft","1 - Never"
"GEN24_1000697","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000697","Litter/waste on the streets","1 - Never"
"GEN24_1000697","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000697","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000697","Rude behaviour from locals","1 - Never"
"GEN24_1000697","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000700","Crime or theft","1 - Never"
"GEN24_1000700","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1000700","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000700","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000700","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000700","Rude behaviour from locals","1 - Never"
"GEN24_1000700","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000706","Crime or theft","Don't know/ Not applicable"
"GEN24_1000706","Dangerous driving, including speeding and drink driving","Don't know/ Not applicable"
"GEN24_1000706","Litter/waste on the streets","Don't know/ Not applicable"
"GEN24_1000706","Overcrowded sightseeing spot","Don't know/ Not applicable"
"GEN24_1000706","Overcrowded vehicle parking lot","Don't know/ Not applicable"
"GEN24_1000706","Rude behaviour from locals","1 - Never"
"GEN24_1000706","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","Don't know/ Not applicable"
"GEN24_1000708","Crime or theft","1 - Never"
"GEN24_1000708","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000708","Litter/waste on the streets","1 - Never"
"GEN24_1000708","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000708","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000708","Rude behaviour from locals","2 - Sometimes"
"GEN24_1000708","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000711","Crime or theft","1 - Never"
"GEN24_1000711","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000711","Litter/waste on the streets","1 - Never"
"GEN24_1000711","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000711","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1000711","Rude behaviour from locals","2 - Sometimes"
"GEN24_1000711","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000713","Crime or theft","1 - Never"
"GEN24_1000713","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000713","Litter/waste on the streets","1 - Never"
"GEN24_1000713","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000713","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000713","Rude behaviour from locals","1 - Never"
"GEN24_1000713","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000718","Crime or theft","1 - Never"
"GEN24_1000718","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000718","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000718","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000718","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000718","Rude behaviour from locals","1 - Never"
"GEN24_1000718","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000719","Crime or theft","1 - Never"
"GEN24_1000719","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000719","Litter/waste on the streets","1 - Never"
"GEN24_1000719","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000719","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000719","Rude behaviour from locals","2 - Sometimes"
"GEN24_1000719","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000720","Crime or theft","1 - Never"
"GEN24_1000720","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000720","Litter/waste on the streets","1 - Never"
"GEN24_1000720","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000720","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000720","Rude behaviour from locals","1 - Never"
"GEN24_1000720","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000729","Crime or theft","1 - Never"
"GEN24_1000729","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000729","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000729","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000729","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000729","Rude behaviour from locals","1 - Never"
"GEN24_1000729","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000731","Crime or theft","1 - Never"
"GEN24_1000731","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000731","Litter/waste on the streets","1 - Never"
"GEN24_1000731","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000731","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000731","Rude behaviour from locals","1 - Never"
"GEN24_1000731","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000736","Crime or theft","1 - Never"
"GEN24_1000736","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000736","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000736","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000736","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000736","Rude behaviour from locals","1 - Never"
"GEN24_1000736","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","3 - Most of the times"
"GEN24_1000739","Crime or theft","1 - Never"
"GEN24_1000739","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000739","Litter/waste on the streets","1 - Never"
"GEN24_1000739","Overcrowded sightseeing spot","2 - Sometimes"
"GEN24_1000739","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000739","Rude behaviour from locals","1 - Never"
"GEN24_1000739","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000746","Crime or theft","1 - Never"
"GEN24_1000746","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000746","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000746","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000746","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000746","Rude behaviour from locals","1 - Never"
"GEN24_1000746","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000748","Crime or theft","1 - Never"
"GEN24_1000748","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1000748","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000748","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000748","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000748","Rude behaviour from locals","1 - Never"
"GEN24_1000748","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000766","Crime or theft","1 - Never"
"GEN24_1000766","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000766","Litter/waste on the streets","1 - Never"
"GEN24_1000766","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000766","Overcrowded vehicle parking lot","1 - Never"
"GEN24_1000766","Rude behaviour from locals","1 - Never"
"GEN24_1000766","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","1 - Never"
"GEN24_1000778","Crime or theft","1 - Never"
"GEN24_1000778","Dangerous driving, including speeding and drink driving","1 - Never"
"GEN24_1000778","Litter/waste on the streets","1 - Never"
"GEN24_1000778","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000778","Overcrowded vehicle parking lot","2 - Sometimes"
"GEN24_1000778","Rude behaviour from locals","1 - Never"
"GEN24_1000778","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000781","Crime or theft","1 - Never"
"GEN24_1000781","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1000781","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000781","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000781","Overcrowded vehicle parking lot","3 - Most of the times"
"GEN24_1000781","Rude behaviour from locals","1 - Never"
"GEN24_1000781","Vandalism such as graffiti/ tagging/ broken windows in shops and public buildings","2 - Sometimes"
"GEN24_1000783","Crime or theft","1 - Never"
"GEN24_1000783","Dangerous driving, including speeding and drink driving","2 - Sometimes"
"GEN24_1000783","Litter/waste on the streets","2 - Sometimes"
"GEN24_1000783","Overcrowded sightseeing spot","1 - Never"
"GEN24_1000783","Overcrowded vehicle parking lot","2 - Sometimes"
