"response_id","travelled_with"
"GEN24_1021173","No one, I was on my own"
"GEN24_1021176","My husband, wife or partner"
"GEN24_1021180","Other adult family / relative"
"GEN24_1021182","Other adult family / relative"
"GEN24_1021187","My husband, wife or partner"
"GEN24_1021190","No one, I was on my own"
"GEN24_1021193","No one, I was on my own"
"GEN24_1021194","My husband, wife or partner"
"GEN24_1021201","No one, I was on my own"
"GEN24_1021204","No one, I was on my own"
"GEN24_1021206","My husband, wife or partner"
"GEN24_1021207","No one, I was on my own"
"GEN24_1021208","Child/children aged 15 or older"
"GEN24_1021208","My husband, wife or partner"
"GEN24_1021212","My husband, wife or partner"
"GEN24_1021214","My husband, wife or partner"
"GEN24_1021218","My husband, wife or partner"
"GEN24_1021221","Other adult(s) who are not family / relatives"
"GEN24_1021226","My husband, wife or partner"
"GEN24_1021227","My husband, wife or partner"
"GEN24_1021229","Child/children aged under 15"
"GEN24_1021229","Other adult family / relative"
"GEN24_1021232","No one, I was on my own"
"GEN24_1021233","My husband, wife or partner"
"GEN24_1021240","No one, I was on my own"
"GEN24_1021243","No one, I was on my own"
"GEN24_1021248","No one, I was on my own"
"GEN24_1021250","My husband, wife or partner"
"GEN24_1021257","Other adult family / relative"
"GEN24_1021271","No one, I was on my own"
"GEN24_1021273","Other adult(s) who are not family / relatives"
"GEN24_1021275","My husband, wife or partner"
"GEN24_1021278","My husband, wife or partner"
"GEN24_1021281","Child/children aged under 15"
"GEN24_1021281","My husband, wife or partner"
"GEN24_1021287","No one, I was on my own"
"GEN24_1021288","Other adult(s) who are not family / relatives"
"GEN24_1021289","My husband, wife or partner"
"GEN24_1021290","Other adult family / relative"
"GEN24_1021292","Child/children aged 15 or older"
"GEN24_1021295","My husband, wife or partner"
"GEN24_1021296","My husband, wife or partner"
"GEN24_1021297","My husband, wife or partner"
"GEN24_1021300","My husband, wife or partner"
"GEN24_1021303","My husband, wife or partner"
"GEN24_1021306","My husband, wife or partner"
"GEN24_1021308","My husband, wife or partner"
"GEN24_1021308","Other adult family / relative"
"GEN24_1021313","My husband, wife or partner"
"GEN24_1021314","My husband, wife or partner"
"GEN24_1021315","My husband, wife or partner"
"GEN24_1021317","My husband, wife or partner"
"GEN24_1021321","My husband, wife or partner"
"GEN24_1021322","My husband, wife or partner"
"GEN24_1021324","My husband, wife or partner"
"GEN24_1021329","My husband, wife or partner"
"GEN24_1021330","My husband, wife or partner"
"GEN24_1021334","No one, I was on my own"
"GEN24_1021335","No one, I was on my own"
"GEN24_1021340","Child/children aged under 15"
"GEN24_1021340","My husband, wife or partner"
"GEN24_1021344","Child/children aged 15 or older"
"GEN24_1021347","No one, I was on my own"
"GEN24_1021348","No one, I was on my own"
"GEN24_1021350","My husband, wife or partner"
"GEN24_1021352","No one, I was on my own"
"GEN24_1021356","No one, I was on my own"
"GEN24_1021361","My husband, wife or partner"
"GEN24_1021362","No one, I was on my own"
"GEN24_1021363","No one, I was on my own"
"GEN24_1021365","No one, I was on my own"
"GEN24_1021373","My husband, wife or partner"
"GEN24_1021373","Other adult(s) who are not family / relatives"
"GEN24_1021380","Other adult(s) who are not family / relatives"
"GEN24_1021383","Other adult family / relative"
"GEN24_1021384","My husband, wife or partner"
"GEN24_1021390","My husband, wife or partner"
"GEN24_1021396","My husband, wife or partner"
"GEN24_1021401","My husband, wife or partner"
"GEN24_1021403","My husband, wife or partner"
"GEN24_1021405","No one, I was on my own"
"GEN24_1021406","My husband, wife or partner"
"GEN24_1021408","Other adult family / relative"
"GEN24_1021409","My husband, wife or partner"
"GEN24_1021413","My husband, wife or partner"
"GEN24_1021419","Other adult(s) who are not family / relatives"
"GEN24_1021420","Other adult(s) who are not family / relatives"
"GEN24_1021422","Child/children aged 15 or older"
"GEN24_1021428","My husband, wife or partner"
"GEN24_1021430","My husband, wife or partner"
"GEN24_1021434","My husband, wife or partner"
"GEN24_1021435","Other adult(s) who are not family / relatives"
"GEN24_1021438","Other adult(s) who are not family / relatives"
"GEN24_1021446","My husband, wife or partner"
"GEN24_1021460","Other adult(s) who are not family / relatives"
"GEN24_1021462","My husband, wife or partner"
"GEN24_1021468","My husband, wife or partner"
"GEN24_1021470","My husband, wife or partner"
"GEN24_1021471","My husband, wife or partner"
"GEN24_1021475","Child/children aged under 15"
"GEN24_1021476","My husband, wife or partner"
"GEN24_1021482","My husband, wife or partner"
"GEN24_1021485","My husband, wife or partner"
"GEN24_1021488","My husband, wife or partner"
"GEN24_1021488","Other adult family / relative"
"GEN24_1021491","My husband, wife or partner"
"GEN24_1021492","Child/children aged 15 or older"
"GEN24_1021495","My husband, wife or partner"
"GEN24_1021496","My husband, wife or partner"
"GEN24_1021498","My husband, wife or partner"
"GEN24_1021501","My husband, wife or partner"
"GEN24_1021503","My husband, wife or partner"
"GEN24_1021505","Other adult family / relative"
"GEN24_1021514","My husband, wife or partner"
"GEN24_1021515","No one, I was on my own"
"GEN24_1021516","My husband, wife or partner"
"GEN24_1021517","My husband, wife or partner"
"GEN24_1021518","My husband, wife or partner"
"GEN24_1021520","No one, I was on my own"
"GEN24_1021521","No one, I was on my own"
"GEN24_1021534","No one, I was on my own"
"GEN24_1021539","My husband, wife or partner"
"GEN24_1021540","My husband, wife or partner"
"GEN24_1021542","My husband, wife or partner"
"GEN24_1021543","Other adult family / relative"
"GEN24_1021545","My husband, wife or partner"
"GEN24_1021546","No one, I was on my own"
"GEN24_1021548","No one, I was on my own"
"GEN24_1021552","My husband, wife or partner"
"GEN24_1021553","My husband, wife or partner"
"GEN24_1021555","My husband, wife or partner"
"GEN24_1021558","My husband, wife or partner"
"GEN24_1021559","No one, I was on my own"
"GEN24_1021561","My husband, wife or partner"
"GEN24_1021562","My husband, wife or partner"
"GEN24_1021563","Child/children aged 15 or older"
"GEN24_1021564","No one, I was on my own"
"GEN24_1021565","My husband, wife or partner"
"GEN24_1021567","My husband, wife or partner"
"GEN24_1021569","No one, I was on my own"
"GEN24_1021574","No one, I was on my own"
"GEN24_1021580","My husband, wife or partner"
"GEN24_1021586","My husband, wife or partner"
"GEN24_1021588","My husband, wife or partner"
"GEN24_1021594","No one, I was on my own"
"GEN24_1021597","My husband, wife or partner"
"GEN24_1021600","No one, I was on my own"
"GEN24_1021601","No one, I was on my own"
"GEN24_1021604","Other adult(s) who are not family / relatives"
"GEN24_1021607","Child/children aged under 15"
"GEN24_1021607","My husband, wife or partner"
"GEN24_1021614","Child/children aged under 15"
"GEN24_1021614","My husband, wife or partner"
"GEN24_1021616","My husband, wife or partner"
"GEN24_1021620","No one, I was on my own"
"GEN24_1021632","My husband, wife or partner"
"GEN24_1021634","My husband, wife or partner"
"GEN24_1021636","My husband, wife or partner"
"GEN24_1021639","My husband, wife or partner"
"GEN24_1021641","My husband, wife or partner"
"GEN24_1021643","My husband, wife or partner"
"GEN24_1021644","My husband, wife or partner"
"GEN24_1021651","My husband, wife or partner"
"GEN24_1021652","My husband, wife or partner"
"GEN24_1021653","My husband, wife or partner"
"GEN24_1021657","My husband, wife or partner"
"GEN24_1021658","My husband, wife or partner"
"GEN24_1021660","My husband, wife or partner"
"GEN24_1021666","My husband, wife or partner"
"GEN24_1021668","Child/children aged under 15"
"GEN24_1021668","My husband, wife or partner"
"GEN24_1021672","My husband, wife or partner"
"GEN24_1021676","Child/children aged 15 or older"
"GEN24_1021676","My husband, wife or partner"
"GEN24_1021676","Other adult family / relative"
"GEN24_1021680","Child/children aged under 15"
"GEN24_1021680","Other adult family / relative"
"GEN24_1021680","Other adult(s) who are not family / relatives"
"GEN24_1021686","No one, I was on my own"
"GEN24_1021689","Child/children aged 15 or older"
"GEN24_1021689","My husband, wife or partner"
"GEN24_1021691","No one, I was on my own"
"GEN24_1021693","My husband, wife or partner"
"GEN24_1021694","My husband, wife or partner"
"GEN24_1021702","Other adult family / relative"
"GEN24_1021702","Other adult(s) who are not family / relatives"
"GEN24_1021705","My husband, wife or partner"
"GEN24_1021706","No one, I was on my own"
"GEN24_1021708","My husband, wife or partner"
"GEN24_1021710","My husband, wife or partner"
"GEN24_1021710","Other adult(s) who are not family / relatives"
"GEN24_1021712","My husband, wife or partner"
"GEN24_1021715","Other adult family / relative"
"GEN24_1021716","Other adult family / relative"
"GEN24_1021716","Other adult(s) who are not family / relatives"
"GEN24_1021717","No one, I was on my own"
"GEN24_1021719","My husband, wife or partner"
"GEN24_1021719","Other adult family / relative"
"GEN24_1021725","My husband, wife or partner"
"GEN24_1021729","My husband, wife or partner"
"GEN24_1021732","My husband, wife or partner"
"GEN24_1021735","My husband, wife or partner"
"GEN24_1021739","No one, I was on my own"
"GEN24_1021750","No one, I was on my own"
"GEN24_1021751","Other adult family / relative"
"GEN24_1021752","No one, I was on my own"
"GEN24_1021757","No one, I was on my own"
"GEN24_1021761","Child/children aged 15 or older"
"GEN24_1021761","Other adult family / relative"
"GEN24_1021766","Other adult family / relative"
"GEN24_1021769","Child/children aged under 15"
"GEN24_1021769","My husband, wife or partner"
"GEN24_1021769","Other adult family / relative"
"GEN24_1021773","My husband, wife or partner"
"GEN24_1021776","My husband, wife or partner"
"GEN24_1021780","No one, I was on my own"
"GEN24_1021783","No one, I was on my own"
"GEN24_1021791","No one, I was on my own"
"GEN24_1021793","My husband, wife or partner"
"GEN24_1021795","Other adult family / relative"
"GEN24_1021799","No one, I was on my own"
"GEN24_1021800","My husband, wife or partner"
"GEN24_1021806","My husband, wife or partner"
"GEN24_1021815","My husband, wife or partner"
"GEN24_1021821","My husband, wife or partner"
"GEN24_1021822","No one, I was on my own"
"GEN24_1021823","No one, I was on my own"
"GEN24_1021825","No one, I was on my own"
"GEN24_1021826","Other adult family / relative"
"GEN24_1021833","No one, I was on my own"
"GEN24_1021840","Other adult(s) who are not family / relatives"
"GEN24_1021841","Other adult family / relative"
"GEN24_1021843","Other adult family / relative"
"GEN24_1021844","My husband, wife or partner"
"GEN24_1021846","My husband, wife or partner"
"GEN24_1021847","Child/children aged under 15"
"GEN24_1021847","My husband, wife or partner"
"GEN24_1021847","Other adult family / relative"
"GEN24_1021849","No one, I was on my own"
"GEN24_1021851","Other adult(s) who are not family / relatives"
"GEN24_1021853","My husband, wife or partner"
"GEN24_1021856","Child/children aged 15 or older"
"GEN24_1021856","My husband, wife or partner"
"GEN24_1021858","My husband, wife or partner"
"GEN24_1021862","My husband, wife or partner"
"GEN24_1021862","Other adult(s) who are not family / relatives"
"GEN24_1021868","Other adult family / relative"
"GEN24_1021869","My husband, wife or partner"
"GEN24_1021871","Other adult family / relative"
"GEN24_1021874","My husband, wife or partner"
"GEN24_1021874","Other adult(s) who are not family / relatives"
"GEN24_1021875","My husband, wife or partner"
"GEN24_1021879","My husband, wife or partner"
"GEN24_1021882","My husband, wife or partner"
"GEN24_1021887","My husband, wife or partner"
"GEN24_1021890","Other adult family / relative"
"GEN24_1021891","No one, I was on my own"
"GEN24_1021892","Other adult(s) who are not family / relatives"
"GEN24_1021894","No one, I was on my own"
"GEN24_1021897","No one, I was on my own"
"GEN24_1021898","My husband, wife or partner"
"GEN24_1021900","Other adult(s) who are not family / relatives"
"GEN24_1021901","My husband, wife or partner"
"GEN24_1021902","My husband, wife or partner"
"GEN24_1021909","My husband, wife or partner"
"GEN24_1021911","My husband, wife or partner"
"GEN24_1021913","No one, I was on my own"
"GEN24_1021919","No one, I was on my own"
"GEN24_1021925","My husband, wife or partner"
"GEN24_1021930","Child/children aged 15 or older"
"GEN24_1021932","My husband, wife or partner"
"GEN24_1021942","My husband, wife or partner"
"GEN24_1021953","Other adult(s) who are not family / relatives"
"GEN24_1021964","My husband, wife or partner"
"GEN24_1021965","My husband, wife or partner"
"GEN24_1021968","Child/children aged under 15"
"GEN24_1021968","My husband, wife or partner"
"GEN24_1021973","My husband, wife or partner"
"GEN24_1021980","Child/children aged 15 or older"
"GEN24_1021982","My husband, wife or partner"
"GEN24_1021984","My husband, wife or partner"
"GEN24_1021985","Other adult family / relative"
"GEN24_1021986","My husband, wife or partner"
"GEN24_1021989","My husband, wife or partner"
"GEN24_1021990","My husband, wife or partner"
"GEN24_1021992","My husband, wife or partner"
"GEN24_1021994","My husband, wife or partner"
"GEN24_1022000","Child/children aged 15 or older"
"GEN24_1022000","My husband, wife or partner"
"GEN24_1022001","Other adult(s) who are not family / relatives"
"GEN24_1022003","My husband, wife or partner"
"GEN24_1022005","Other adult(s) who are not family / relatives"
"GEN24_1022006","My husband, wife or partner"
"GEN24_1022007","My husband, wife or partner"
"GEN24_1022010","My husband, wife or partner"
"GEN24_1022011","My husband, wife or partner"
