==== tree_model_full: summary() ===
Call:
rpart(formula = recommend_rating ~ ., data = select(df, -response_id, 
    -visit_purpose, -country_of_residence_group), method = "anova", 
    control = rpart.control(cp = 1e-04, xval = 10))
  n= 21551 

              CP nsplit rel error    xerror       xstd
457 0.0001347250    974 0.6306811 1.2825085 0.02087082
458 0.0001347138    975 0.6305463 1.2827185 0.02087018
459 0.0001345471    976 0.6304116 1.2827291 0.02087021
460 0.0001343758    977 0.6302771 1.2827904 0.02087049
461 0.0001340413    978 0.6301427 1.2829235 0.02087126
462 0.0001339385    980 0.6298746 1.2829044 0.02086702
463 0.0001335535    981 0.6297407 1.2830158 0.02087329
464 0.0001332906    987 0.6289394 1.2832394 0.02087294
465 0.0001331068    989 0.6286728 1.2835059 0.02087365
466 0.0001326091    990 0.6285397 1.2833016 0.02086667
467 0.0001324300    991 0.6284071 1.2834275 0.02087007
468 0.0001323732    993 0.6281422 1.2835809 0.02087042
469 0.0001322943    994 0.6280098 1.2835809 0.02087042
470 0.0001319838    996 0.6277452 1.2834166 0.02085966
471 0.0001319788    999 0.6273493 1.2835221 0.02086022
472 0.0001317315   1000 0.6272173 1.2835722 0.02086023
473 0.0001316733   1001 0.6270856 1.2837541 0.02086259
474 0.0001307347   1003 0.6268222 1.2842098 0.02086333
475 0.0001303979   1004 0.6266915 1.2846329 0.02086131
476 0.0001303461   1005 0.6265611 1.2848027 0.02086108
477 0.0001301071   1007 0.6263004 1.2848381 0.02086157
478 0.0001299732   1008 0.6261703 1.2850452 0.02086371
479 0.0001299174   1009 0.6260403 1.2850693 0.02086430
480 0.0001296887   1010 0.6259104 1.2852918 0.02086502
481 0.0001291780   1012 0.6256510 1.2855275 0.02087362
482 0.0001289966   1013 0.6255219 1.2852875 0.02086909
483 0.0001282784   1019 0.6247479 1.2853704 0.02086471
484 0.0001282488   1022 0.6243593 1.2856184 0.02086825
485 0.0001265448   1024 0.6241028 1.2858911 0.02086088
486 0.0001261779   1025 0.6239762 1.2867820 0.02086329
487 0.0001260447   1026 0.6238501 1.2867732 0.02086226
488 0.0001259357   1027 0.6237240 1.2869299 0.02086207
489 0.0001259357   1028 0.6235981 1.2869601 0.02086207
490 0.0001255557   1029 0.6234721 1.2869692 0.02086211
491 0.0001250330   1030 0.6233466 1.2871409 0.02086456
492 0.0001243919   1031 0.6232216 1.2877190 0.02086637
493 0.0001233759   1032 0.6230972 1.2881404 0.02087494
494 0.0001224375   1033 0.6229738 1.2885501 0.02087741
495 0.0001221921   1034 0.6228513 1.2888027 0.02088241
496 0.0001215557   1035 0.6227292 1.2891341 0.02088291
497 0.0001215028   1038 0.6223645 1.2895469 0.02088286
498 0.0001212299   1039 0.6222430 1.2895589 0.02088310
499 0.0001210479   1040 0.6221218 1.2896336 0.02088333
500 0.0001209986   1041 0.6220007 1.2896781 0.02088328
501 0.0001207519   1042 0.6218797 1.2898769 0.02089145
502 0.0001203342   1043 0.6217590 1.2900859 0.02089365
503 0.0001201800   1045 0.6215183 1.2901014 0.02089332
504 0.0001196065   1046 0.6213981 1.2903598 0.02089721
505 0.0001189868   1047 0.6212785 1.2904964 0.02089546
506 0.0001189051   1048 0.6211595 1.2906077 0.02089558
507 0.0001187658   1049 0.6210406 1.2905526 0.02089543
508 0.0001185213   1050 0.6209218 1.2905378 0.02089529
509 0.0001184450   1052 0.6206848 1.2907491 0.02089697
510 0.0001177814   1054 0.6204479 1.2912176 0.02089698
511 0.0001166396   1055 0.6203301 1.2912016 0.02089487
512 0.0001165882   1056 0.6202135 1.2912735 0.02089441
513 0.0001162626   1057 0.6200969 1.2913833 0.02089463
514 0.0001156552   1061 0.6195944 1.2915615 0.02089602
515 0.0001154985   1062 0.6194787 1.2917203 0.02089658
516 0.0001152183   1063 0.6193632 1.2920285 0.02089675
517 0.0001151201   1064 0.6192480 1.2918615 0.02088680
518 0.0001144531   1066 0.6190178 1.2923582 0.02089474
519 0.0001134073   1067 0.6189033 1.2926040 0.02088694
520 0.0001130192   1068 0.6187899 1.2932583 0.02088919
521 0.0001121886   1069 0.6186769 1.2935431 0.02089148
522 0.0001121746   1070 0.6185647 1.2936341 0.02089128
523 0.0001119428   1071 0.6184525 1.2936236 0.02089179
524 0.0001118142   1072 0.6183406 1.2936060 0.02089210
525 0.0001117226   1074 0.6181170 1.2936873 0.02089210
526 0.0001116899   1075 0.6180052 1.2936873 0.02089210
527 0.0001114219   1076 0.6178935 1.2939693 0.02089315
528 0.0001111014   1081 0.6173293 1.2941127 0.02089417
529 0.0001102831   1084 0.6169960 1.2945165 0.02089504
530 0.0001100692   1085 0.6168858 1.2945790 0.02089337
531 0.0001099438   1087 0.6166656 1.2948880 0.02089385
532 0.0001098307   1088 0.6165557 1.2949708 0.02089746
533 0.0001085216   1089 0.6164458 1.2950990 0.02090546
534 0.0001082780   1090 0.6163373 1.2950667 0.02089389
535 0.0001082605   1091 0.6162290 1.2955445 0.02089474
536 0.0001078052   1092 0.6161208 1.2954388 0.02089170
537 0.0001075726   1093 0.6160130 1.2956732 0.02089154
538 0.0001071880   1094 0.6159054 1.2958136 0.02089176
539 0.0001057510   1095 0.6157982 1.2961605 0.02089278
540 0.0001057460   1096 0.6156925 1.2968446 0.02090584
541 0.0001053133   1097 0.6155867 1.2968811 0.02090499
542 0.0001051642   1098 0.6154814 1.2969095 0.02090499
543 0.0001049720   1101 0.6151659 1.2969154 0.02090672
544 0.0001043994   1102 0.6150609 1.2970967 0.02090779
545 0.0001042439   1103 0.6149565 1.2972909 0.02090832
546 0.0001039469   1104 0.6148523 1.2975071 0.02091197
547 0.0001038431   1105 0.6147484 1.2979416 0.02091266
548 0.0001036282   1106 0.6146445 1.2978580 0.02090966
549 0.0001036271   1107 0.6145409 1.2978440 0.02090943
550 0.0001033501   1108 0.6144373 1.2978943 0.02090965
551 0.0001020819   1114 0.6138172 1.2983733 0.02091406
552 0.0001020189   1115 0.6137151 1.2985093 0.02091416
553 0.0001015405   1116 0.6136131 1.2987067 0.02091519
554 0.0001015155   1118 0.6134100 1.2985143 0.02091049
555 0.0001013829   1119 0.6133085 1.2984829 0.02091029
556 0.0001011305   1120 0.6132071 1.2985539 0.02091367
557 0.0001000000   1122 0.6130048 1.2991603 0.02091934

Variable importance
                                                                                                                 treated_spend_capped 
                                                                                                                                    6 
                                                                                                                share_cost_food_drink 
                                                                                                                                    6 
                                                                                                                share_cost_eating_out 
                                                                                                                                    6 
                                                                                                                        no_days_in_nz 
                                                                                                                                    5 
                                                                                                                  share_cost_shopping 
                                                                                                                                    5 
                                                                                                                    share_cost_accomm 
                                                                                                                                    4 
                                                                                                                share_cost_dom_travel 
                                                                                                                                    4 
                                                                                                             share_cost_entertainment 
                                                                                                                                    4 
                                                                                                                            age_range 
                                                                                                                                    3 
                                                                                                               share_cost_car_rentals 
                                                                                                                                    3 
                                                                                                                       arrival_season 
                                                                                                                                    2 
                                                                 activity_other_natural_attraction_e_g_mountain_lake_river_forest_etc 
                                                                                                                                    2 
                                                                                                                         arrival_year 
                                                                                                                                    2 
                                                                                                               share_cost_dom_flights 
                                                                                                                                    2 
                                                                                                                     arrival_location 
                                                                                                                                    2 
                                                                                                                   departure_location 
                                                                                                                                    1 
                                                                                          activity_went_for_a_walk_hike_trek_or_tramp 
                                                                                                                                    1 
                                                                                                                     share_cost_other 
                                                                                                                                    1 
                                                                                                             activity_a_national_park 
                                                                                                                                    1 
                                                                                                                        first_nz_trip 
                                                                                                                                    1 
                                                                                                              maori_exp_none_of_these 
                                                                                                                                    1 
                                                                                                                     activity_a_beach 
                                                                                                                                    1 
                                                                                                accomm_staying_with_family_or_friends 
                                                                                                                                    1 
                                                                                                                share_cost_day_cruise 
                                                                                                                                    1 
                                                                                                                 transport_rental_car 
                                                                                                                                    1 
                                                                                                          itinerary_region_wellington 
                                                                                                                                    1 
                                                                                                                               gender 
                                                                                                                                    1 
                                                                                                          itinerary_region_canterbury 
                                                                                                                                    1 
                                                                                                               itinerary_region_otago 
                                                                                                                                    1 
                                                                                                           transport_drove_themselves 
                                                                                                                                    1 
                                                                                              activity_a_public_museum_or_art_gallery 
                                                                                                                                    1 
                                                                                                 other_countries_no_countries_visited 
                                                                                                                                    1 
                                                                                                            itinerary_region_auckland 
                                                                                                                                    1 
                                                                                                                          travel_type 
                                                                                                                                    1 
accomm_house_flat_apartment_booked_through_an_online_website_including_booking_com_air_bn_b_home_swap_home_stay_hotel_com_expedia_etc 
                                                                                                                                    1 
                                                                              activity_a_geothermal_park_hot_mud_and_possibly_geysers 
                                                                                                                                    1 
                                                                            transport_car_or_van_owned_by_you_family_friend_s_company 
                                                                                                                                    1 
                                                                                                       transport_taxi_shuttle_service 
                                                                                                                                    1 
                                                                                                 maori_exp_eat_maori_traditional_food 
                                                                                                                                    1 
                                                                                                                         accomm_hotel 
                                                                                                                                    1 
                            activity_a_place_that_is_significant_to_maori_such_as_a_landmark_remains_of_a_maori_pa_fortified_hill_etc 
                                                                                                                                    1 
                                                                                                             itinerary_region_waikato 
                                                                                                                                    1 
                                                                                                                   activity_hot_pools 
                                                                                                                                    1 
                                                                                                                         package_deal 
                                                                                                                                    1 
                                                                                                              share_cost_tour_package 
                                                                                                                                    1 

Node number 1: 21551 observations,    complexity param=0.01698259
  mean=9.156976, MSE=1.934386 
  left son=2 (7126 obs) right son=3 (14425 obs)
  Primary splits:
      activity_other_natural_attraction_e_g_mountain_lake_river_forest_etc < 0.5          to the left,  improve=0.016982590, (0 missing)
      activity_went_for_a_walk_hike_trek_or_tramp                          < 0.5          to the left,  improve=0.014394900, (0 missing)
      itinerary_region_otago                                               < 0.5          to the left,  improve=0.013160640, (0 missing)
      activity_a_national_park                                             < 0.5          to the left,  improve=0.010800930, (0 missing)
      no_days_in_nz                                                        < 6.5          to the left,  improve=0.009831574, (0 missing)
  Surrogate splits:
      activity_went_for_a_walk_hike_trek_or_tramp < 0.5          to the left,  agree=0.756, adj=0.264, (0 split)
      activity_a_national_park                    < 0.5          to the left,  agree=0.730, adj=0.182, (0 split)
      treated_spend_capped                        < 1319.345     to the left,  agree=0.722, adj=0.160, (0 split)
      share_cost_entertainment                    < 7.64253e-05  to the left,  agree=0.721, adj=0.155, (0 split)
      no_days_in_nz                               < 5.5          to the left,  agree=0.715, adj=0.138, (0 split)

Node number 2: 7126 observations,    complexity param=0.003435012
  mean=8.899102, MSE=2.625099 
  left son=4 (3413 obs) right son=5 (3713 obs)
  Primary splits:
      accomm_staying_with_family_or_friends                     < 0.5          to the left,  improve=0.007655038, (0 missing)
      share_cost_shopping                                       < 0.03508772   to the left,  improve=0.006874735, (0 missing)
      transport_car_or_van_owned_by_you_family_friend_s_company < 0.5          to the left,  improve=0.006363080, (0 missing)
      gender                                                    splits as  RLL-, improve=0.006023184, (0 missing)
      no_days_in_nz                                             < 6.5          to the left,  improve=0.005862950, (0 missing)
