response_id,experience_more_maori_culture,improve_maori_culture_understanding,enjoy_maori_culture_experience
GEN24_1023902,Agree,NA,NA
GEN24_1023903,Disagree,NA,NA
GEN24_1023905,Disagree,NA,NA
GEN24_1023908,Disagree,NA,NA
GEN24_1023909,Agree,NA,Agree
GEN24_1023911,Don't know / Not sure,NA,NA
GEN24_1023915,Don't know / Not sure,NA,NA
GEN24_1023918,Agree,NA,NA
GEN24_1023922,Agree,NA,NA
GEN24_1023923,Disagree,NA,NA
GEN24_1023934,Agree,Agree,Agree
GEN24_1023935,Don't know / Not sure,NA,NA
GEN24_1023936,Agree,NA,NA
GEN24_1023940,Agree,Agree,Agree
GEN24_1023949,Agree,NA,NA
GEN24_1023954,Agree,Agree,Agree
GEN24_1023955,Disagree,NA,NA
GEN24_1023959,Don't know / Not sure,Agree,Agree
GEN24_1023961,Disagree,NA,NA
GEN24_1023962,Agree,Agree,Agree
GEN24_1023963,Don't know / Not sure,NA,NA
GEN24_1023969,Disagree,NA,NA
GEN24_1023970,Don't know / Not sure,Agree,Agree
GEN24_1023972,Don't know / Not sure,NA,NA
GEN24_1023978,Agree,Agree,Agree
GEN24_1023980,Disagree,NA,NA
GEN24_1023988,Don't know / Not sure,NA,NA
GEN24_1023989,Agree,Agree,Agree
GEN24_1023991,Disagree,NA,NA
GEN24_1023992,Disagree,Agree,Agree
GEN24_1023997,Agree,NA,NA
GEN24_1023999,Disagree,NA,NA
GEN24_1024001,Disagree,Disagree,NA
GEN24_1024012,Agree,Agree,Agree
GEN24_1024013,Agree,NA,NA
GEN24_1024025,Agree,NA,NA
GEN24_1024033,Disagree,NA,NA
GEN24_1024037,Disagree,NA,NA
GEN24_1024045,Don't know / Not sure,NA,NA
GEN24_1024050,Disagree,Agree,Agree
GEN24_1024056,Agree,NA,NA
GEN24_1024064,Don't know / Not sure,NA,NA
GEN24_1024068,Don't know / Not sure,Agree,Agree
GEN24_1024077,Agree,NA,NA
GEN24_1024078,Disagree,NA,NA
GEN24_1024080,Don't know / Not sure,NA,NA
GEN24_1024081,Agree,NA,NA
GEN24_1024083,Disagree,NA,NA
GEN24_1024086,Don't know / Not sure,NA,NA
GEN24_1024091,Disagree,NA,NA
GEN24_1024092,Agree,Agree,Agree
GEN24_1024095,Agree,Agree,Agree
GEN24_1024098,Disagree,NA,NA
GEN24_1024103,Agree,Agree,Agree
GEN24_1024108,Disagree,NA,NA
GEN24_1024109,Disagree,NA,NA
GEN24_1024116,Agree,Agree,Agree
GEN24_1024119,Agree,Agree,Agree
GEN24_1024123,Don't know / Not sure,Agree,Agree
GEN24_1024129,Disagree,NA,NA
GEN24_1024135,Don't know / Not sure,Agree,Agree
GEN24_1024136,Agree,NA,NA
GEN24_1024139,Don't know / Not sure,NA,NA
GEN24_1024145,Agree,NA,NA
GEN24_1024147,Agree,NA,NA
GEN24_1024151,Don't know / Not sure,Agree,Agree
GEN24_1024152,Agree,Agree,Agree
GEN24_1024153,Don't know / Not sure,NA,NA
GEN24_1024155,Disagree,Agree,Agree
GEN24_1024156,Disagree,Agree,Agree
GEN24_1024157,Don't know / Not sure,NA,NA
GEN24_1024160,Don't know / Not sure,Agree,Agree
GEN24_1024161,Disagree,NA,NA
GEN24_1024167,Agree,NA,NA
GEN24_1024173,Agree,Agree,Agree
GEN24_1024182,Don't know / Not sure,Agree,Agree
GEN24_1024184,Agree,Agree,Agree
GEN24_1024192,Agree,NA,NA
GEN24_1024197,Agree,NA,NA
GEN24_1024198,Agree,Agree,Agree
GEN24_1024199,Agree,Agree,Agree
GEN24_1024207,Agree,NA,NA
GEN24_1024208,Agree,NA,NA
GEN24_1024210,Don't know / Not sure,NA,NA
GEN24_1024211,Agree,NA,NA
GEN24_1024213,Agree,NA,NA
GEN24_1024215,Agree,NA,NA
GEN24_1024218,Agree,NA,NA
GEN24_1024219,Agree,Agree,Agree
GEN24_1024227,Don't know / Not sure,Agree,NA
GEN24_1024228,Don't know / Not sure,NA,NA
GEN24_1024234,Agree,NA,NA
GEN24_1024236,Disagree,NA,NA
GEN24_1024241,Disagree,NA,NA
GEN24_1024242,Agree,Agree,Agree
GEN24_1024245,Agree,NA,NA
GEN24_1024246,Agree,NA,NA
GEN24_1024252,Don't know / Not sure,NA,NA
GEN24_1024253,Don't know / Not sure,Agree,Agree
GEN24_1024278,Disagree,NA,NA
GEN24_1024281,Disagree,NA,NA
GEN24_1024290,Agree,NA,NA
GEN24_1024298,Disagree,NA,Agree
GEN24_1024300,Agree,Agree,Agree
GEN24_1024307,Agree,Agree,Agree
GEN24_1024314,Disagree,NA,NA
GEN24_1024318,Don't know / Not sure,Agree,Agree
GEN24_1024327,Agree,Agree,Agree
GEN24_1024333,Don't know / Not sure,NA,NA
GEN24_1024335,Agree,Agree,Agree
GEN24_1024336,Agree,Agree,Agree
GEN24_1024342,Don't know / Not sure,Agree,Agree
GEN24_1024345,Agree,NA,NA
GEN24_1024346,Agree,NA,NA
GEN24_1024347,Agree,NA,NA
GEN24_1024352,Agree,NA,NA
GEN24_1024357,Don't know / Not sure,NA,NA
GEN24_1024364,Agree,Agree,Agree
GEN24_1024367,Agree,NA,NA
GEN24_1024374,Agree,NA,NA
GEN24_1024379,Disagree,NA,NA
GEN24_1024387,Don't know / Not sure,NA,NA
GEN24_1024390,Don't know / Not sure,NA,NA
GEN24_1024391,Agree,Agree,Agree
GEN24_1024392,Agree,NA,NA
GEN24_1024394,Agree,NA,NA
GEN24_1024397,Agree,Agree,Agree
GEN24_1024399,Agree,Agree,Agree
GEN24_1024400,Agree,NA,NA
GEN24_1024406,Don't know / Not sure,Agree,Agree
GEN24_1024407,Agree,NA,NA
GEN24_1024413,Disagree,NA,NA
GEN24_1024427,Agree,Agree,Agree
GEN24_1024430,Don't know / Not sure,NA,NA
GEN24_1024432,Agree,NA,NA
GEN24_1024436,Don't know / Not sure,NA,NA
GEN24_1024445,Agree,NA,NA
GEN24_1024453,Don't know / Not sure,NA,NA
GEN24_1024454,Disagree,NA,NA
GEN24_1024456,Agree,Agree,Agree
GEN24_1024463,Agree,NA,NA
GEN24_1024464,Disagree,Agree,Agree
GEN24_1024468,Disagree,NA,NA
GEN24_1024469,Don't know / Not sure,Agree,Agree
GEN24_1024474,Agree,NA,NA
GEN24_1024476,Disagree,Agree,Agree
GEN24_1024477,Agree,NA,NA
GEN24_1024482,Agree,NA,NA
GEN24_1024493,Disagree,NA,NA
GEN24_1024495,Disagree,NA,NA
GEN24_1024497,Disagree,NA,NA
GEN24_1024502,Agree,Agree,Agree
GEN24_1024505,Don't know / Not sure,NA,NA
GEN24_1024506,Agree,NA,NA
GEN24_1024509,Agree,Agree,Agree
GEN24_1024511,Don't know / Not sure,NA,NA
GEN24_1024518,Don't know / Not sure,NA,NA
GEN24_1024524,Agree,Agree,Agree
GEN24_1024529,Agree,Agree,Agree
GEN24_1024532,Don't know / Not sure,NA,NA
GEN24_1024536,Disagree,NA,NA
GEN24_1024538,Agree,NA,NA
GEN24_1024545,Agree,NA,NA
GEN24_1024554,Agree,Agree,Agree
GEN24_1024559,Agree,Agree,Agree
GEN24_1024564,Disagree,Disagree,NA
GEN24_1024566,Agree,Agree,Agree
GEN24_1024567,Agree,Agree,Agree
GEN24_1024570,Agree,Agree,Agree
GEN24_1024577,Agree,Agree,Agree
GEN24_1024579,Disagree,NA,NA
GEN24_1024581,Agree,Agree,Agree
GEN24_1024596,Disagree,Agree,Agree
GEN24_1024598,Agree,NA,NA
GEN24_1024599,Agree,NA,NA
GEN24_1024604,Don't know / Not sure,NA,NA
GEN24_1024607,Agree,NA,NA
GEN24_1024615,Disagree,NA,NA
GEN24_1024625,Agree,NA,NA
GEN24_1024635,Agree,Agree,Agree
GEN24_1024639,Agree,NA,NA
GEN24_1024651,Don't know / Not sure,NA,NA
GEN24_1024654,Disagree,NA,NA
GEN24_1024662,Agree,NA,NA
GEN24_1024663,Disagree,NA,NA
GEN24_1024668,Don't know / Not sure,NA,NA
GEN24_1024670,Don't know / Not sure,NA,NA
GEN24_1024680,Agree,NA,NA
GEN24_1024682,Disagree,NA,NA
GEN24_1024683,Disagree,NA,NA
GEN24_1024688,Disagree,Disagree,Agree
GEN24_1024691,Don't know / Not sure,NA,NA
GEN24_1024696,Disagree,NA,NA
GEN24_1024706,Agree,Agree,Agree
GEN24_1024720,Disagree,NA,NA
GEN24_1024722,Agree,NA,Agree
GEN24_1024723,Disagree,NA,NA
GEN24_1024724,Don't know / Not sure,NA,NA
GEN24_1024726,Disagree,NA,NA
GEN24_1024729,Disagree,Agree,Agree
GEN24_1024731,Agree,Agree,Agree
GEN24_1024741,Agree,Agree,Agree
GEN24_1024754,Disagree,NA,NA
GEN24_1024756,Agree,NA,Agree
GEN24_1024759,Agree,Agree,Agree
GEN24_1024761,Don't know / Not sure,NA,NA
GEN24_1024769,Don't know / Not sure,NA,NA
GEN24_1024772,Disagree,NA,NA
GEN24_1024773,Agree,Agree,Agree
GEN24_1024775,Agree,NA,NA
GEN24_1024777,Don't know / Not sure,NA,NA
GEN24_1024778,Disagree,NA,NA
GEN24_1024780,Don't know / Not sure,NA,NA
GEN24_1024784,Agree,Agree,Agree
GEN24_1024786,Agree,Agree,Agree
GEN24_1024789,Don't know / Not sure,NA,NA
GEN24_1024792,Agree,Agree,Agree
GEN24_1024796,Agree,Agree,Agree
GEN24_1024798,Don't know / Not sure,NA,NA
GEN24_1024800,Agree,NA,NA
GEN24_1024803,Agree,Agree,Agree
GEN24_1024805,Don't know / Not sure,NA,NA
GEN24_1024806,Disagree,NA,NA
GEN24_1024821,Agree,Agree,Agree
GEN24_1024822,Disagree,NA,NA
GEN24_1024823,Agree,Agree,Agree
GEN24_1024824,Disagree,NA,NA
GEN24_1024825,Agree,Agree,Agree
GEN24_1024827,Don't know / Not sure,NA,NA
GEN24_1024829,Agree,Agree,Agree
GEN24_1024830,Agree,NA,NA
GEN24_1024831,Disagree,NA,NA
GEN24_1024832,Don't know / Not sure,NA,NA
GEN24_1024835,Don't know / Not sure,NA,NA
GEN24_1024840,Don't know / Not sure,NA,NA
GEN24_1024841,Agree,NA,NA
GEN24_1024842,Agree,NA,NA
GEN24_1024843,Agree,NA,NA
GEN24_1024845,Agree,NA,NA
GEN24_1024850,Disagree,Agree,Agree
GEN24_1024853,Agree,NA,NA
GEN24_1024856,Disagree,NA,NA
GEN24_1024866,Disagree,NA,NA
GEN24_1024867,Don't know / Not sure,NA,NA
GEN24_1024868,Agree,NA,NA
GEN24_1024877,Disagree,Agree,Agree
GEN24_1024885,Don't know / Not sure,NA,NA
GEN24_1024889,Agree,NA,NA
GEN24_1024891,Don't know / Not sure,NA,NA
GEN24_1024901,Disagree,NA,NA
GEN24_1024902,Disagree,Agree,Agree
GEN24_1024904,Agree,NA,NA
GEN24_1024905,Don't know / Not sure,NA,NA
GEN24_1024906,Disagree,NA,NA
GEN24_1024909,Disagree,NA,NA
GEN24_1024910,Don't know / Not sure,NA,NA
GEN24_1024920,Agree,Agree,Agree
GEN24_1024921,Don't know / Not sure,NA,NA
GEN24_1024927,Disagree,NA,NA
GEN24_1024931,Don't know / Not sure,NA,NA
GEN24_1024932,Agree,NA,NA
GEN24_1024934,Disagree,NA,NA
GEN24_1024936,Agree,Agree,Agree
GEN24_1024937,Agree,NA,NA
GEN24_1024939,Don't know / Not sure,NA,NA
GEN24_1024941,Don't know / Not sure,NA,NA
GEN24_1024943,Don't know / Not sure,NA,NA
GEN24_1024944,Agree,Agree,Agree
GEN24_1024945,Agree,Agree,Agree
GEN24_1024957,Don't know / Not sure,Disagree,Agree
GEN24_1024961,Agree,Agree,Agree
GEN24_1024965,Disagree,NA,NA
GEN24_1024967,Agree,NA,NA
GEN24_1024971,Agree,Agree,Agree
GEN24_1024973,Don't know / Not sure,Disagree,Agree
GEN24_1024976,Agree,NA,NA
GEN24_1024981,Agree,Agree,Agree
GEN24_1024985,Agree,NA,NA
GEN24_1024998,Agree,NA,NA
GEN24_1025001,Don't know / Not sure,NA,NA
GEN24_1025005,Don't know / Not sure,NA,NA
GEN24_1025010,Agree,Agree,Agree
GEN24_1025017,Agree,Agree,Agree
GEN24_1025021,Agree,NA,NA
GEN24_1025022,Disagree,Agree,Agree
GEN24_1025033,Agree,Agree,Agree
GEN24_1025040,Agree,Agree,Agree
GEN24_1025042,Disagree,NA,NA
GEN24_1025043,Don't know / Not sure,NA,NA
GEN24_1025048,Don't know / Not sure,NA,NA
GEN24_1025050,Disagree,NA,NA
GEN24_1025052,Don't know / Not sure,NA,NA
GEN24_1025054,Don't know / Not sure,NA,NA
GEN24_1025070,Disagree,Agree,Agree
GEN24_1025071,Agree,NA,NA
GEN24_1025076,Agree,NA,NA
GEN24_1025083,Don't know / Not sure,NA,NA
GEN24_1025088,Agree,NA,NA
GEN24_1025089,Agree,NA,NA
GEN24_1025095,Agree,Agree,Agree
GEN24_1025096,Disagree,Agree,Agree
GEN24_1025097,Disagree,Agree,Agree
GEN24_1025100,Agree,Agree,Agree
GEN24_1025107,Agree,Agree,Agree
GEN24_1025127,Agree,Agree,Disagree
GEN24_1025130,Don't know / Not sure,NA,NA
GEN24_1025134,Don't know / Not sure,NA,NA
GEN24_1025137,Disagree,Agree,Agree
GEN24_1025140,Agree,Agree,Agree
GEN24_1025142,Agree,NA,NA
GEN24_1025143,Disagree,Agree,Agree
GEN24_1025144,Agree,NA,NA
GEN24_1025145,Agree,Agree,Agree
GEN24_1025149,Agree,NA,NA
GEN24_1025156,Agree,NA,NA
GEN24_1025163,Don't know / Not sure,Agree,Agree
GEN24_1025165,Agree,Agree,Agree
GEN24_1025172,Agree,NA,NA
GEN24_1025174,Agree,NA,Agree
GEN24_1025178,Disagree,NA,NA
GEN24_1025179,Disagree,NA,NA
GEN24_1025194,Disagree,NA,NA
GEN24_1025207,Agree,NA,NA
GEN24_1025211,Agree,NA,NA
GEN24_1025213,Agree,NA,NA
GEN24_1025214,Agree,Agree,Agree
GEN24_1025227,Agree,NA,NA
GEN24_1025230,Agree,Agree,NA
GEN24_1025233,Disagree,NA,NA
GEN24_1025234,Don't know / Not sure,NA,NA
GEN24_1025235,Agree,Disagree,Agree
GEN24_1025239,Disagree,NA,NA
GEN24_1025240,Don't know / Not sure,NA,NA
GEN24_1025249,Don't know / Not sure,NA,NA
GEN24_1025250,Disagree,Agree,Agree
GEN24_1025252,Don't know / Not sure,NA,NA
GEN24_1025255,Don't know / Not sure,Agree,Agree
GEN24_1025257,Agree,NA,NA
GEN24_1025258,Agree,Agree,NA
GEN24_1025263,Agree,NA,NA
GEN24_1025265,Disagree,Disagree,Disagree
GEN24_1025271,Agree,Agree,Agree
GEN24_1025278,Agree,NA,NA
GEN24_1025284,Agree,NA,NA
GEN24_1025286,Agree,NA,NA
GEN24_1025292,Don't know / Not sure,NA,NA
GEN24_1025294,Don't know / Not sure,NA,NA
GEN24_1025296,Don't know / Not sure,NA,NA
GEN24_1025303,Agree,NA,NA
GEN24_1025304,Disagree,NA,NA
GEN24_1025308,Don't know / Not sure,NA,NA
GEN24_1025328,Disagree,NA,NA
GEN24_1025332,Disagree,NA,NA
GEN24_1025335,Don't know / Not sure,NA,NA
GEN24_1025338,Don't know / Not sure,Agree,Agree
GEN24_1025360,Agree,Agree,Agree
GEN24_1025361,Agree,Agree,Agree
GEN24_1025362,Don't know / Not sure,NA,NA
GEN24_1025368,Agree,Agree,Agree
GEN24_1025369,Agree,NA,NA
GEN24_1025371,Agree,Agree,Agree
GEN24_1025372,Agree,NA,NA
GEN24_1025378,Agree,NA,NA
GEN24_1025379,Agree,Agree,Agree
GEN24_1025380,Agree,Agree,Agree
GEN24_1025381,Agree,Agree,NA
GEN24_1025391,Agree,NA,NA
GEN24_1025395,Don't know / Not sure,Agree,NA
GEN24_1025405,Don't know / Not sure,NA,NA
GEN24_1025410,Agree,NA,Agree
GEN24_1025411,Agree,Agree,Agree
GEN24_1025412,Agree,NA,Agree
GEN24_1025414,Disagree,NA,NA
GEN24_1025419,Agree,NA,NA
GEN24_1025423,Agree,NA,NA
GEN24_1025428,Agree,Agree,Agree
GEN24_1025433,Agree,NA,NA
GEN24_1025437,Don't know / Not sure,NA,NA
GEN24_1025438,Agree,NA,NA
GEN24_1025440,Agree,NA,NA
GEN24_1025442,Agree,NA,NA
GEN24_1025443,Agree,Agree,Agree
GEN24_1025447,Agree,NA,NA
GEN24_1025451,Don't know / Not sure,NA,NA
GEN24_1025452,Don't know / Not sure,Disagree,Agree
GEN24_1025454,Agree,Agree,Agree
GEN24_1025456,Disagree,NA,NA
GEN24_1025463,Disagree,NA,NA
GEN24_1025464,Agree,NA,NA
GEN24_1025465,Disagree,NA,NA
GEN24_1025469,Don't know / Not sure,NA,NA
GEN24_1025473,Agree,NA,NA
GEN24_1025492,Disagree,NA,NA
GEN24_1025495,Disagree,NA,NA
GEN24_1025501,Agree,NA,Agree
GEN24_1025505,Disagree,NA,NA
GEN24_1025506,Agree,NA,NA
GEN24_1025507,Agree,NA,Agree
GEN24_1025517,Agree,Agree,Agree
GEN24_1025523,Don't know / Not sure,NA,NA
GEN24_1025531,Agree,Agree,Agree
GEN24_1025536,Don't know / Not sure,NA,NA
GEN24_1025537,Agree,Agree,Agree
GEN24_1025542,Disagree,Agree,Agree
GEN24_1025553,Disagree,Agree,Agree
GEN24_1025554,Agree,Agree,Agree
GEN24_1025557,Agree,NA,Agree
GEN24_1025558,Agree,Agree,NA
GEN24_1025564,Agree,Agree,Agree
GEN24_1025566,Agree,NA,NA
GEN24_1025576,Disagree,Agree,Agree
GEN24_1025583,Don't know / Not sure,NA,NA
GEN24_1025584,Don't know / Not sure,NA,NA
GEN24_1025585,Disagree,NA,NA
GEN24_1025586,Disagree,NA,NA
GEN24_1025588,Agree,Agree,Agree
GEN24_1025590,Agree,NA,Agree
GEN24_1025591,Agree,NA,NA
GEN24_1025597,Agree,Agree,Agree
GEN24_1025602,Don't know / Not sure,NA,NA
GEN24_1025604,Agree,NA,NA
GEN24_1025608,Agree,Agree,Agree
GEN24_1025613,Agree,Agree,Agree
GEN24_1025620,Agree,NA,NA
GEN24_1025623,Disagree,NA,NA
GEN24_1025628,Agree,NA,NA
GEN24_1025632,Agree,Agree,Agree
GEN24_1025633,Agree,NA,NA
GEN24_1025641,Agree,NA,NA
GEN24_1025645,Agree,Agree,Agree
GEN24_1025649,Agree,NA,NA
GEN24_1025650,Don't know / Not sure,NA,NA
GEN24_1025655,Agree,Agree,Agree
GEN24_1025671,Disagree,NA,NA
GEN24_1025673,Agree,NA,NA
GEN24_1025674,Agree,NA,NA
GEN24_1025683,Agree,NA,NA
GEN24_1025691,Agree,NA,NA
GEN24_1025694,Agree,NA,NA
GEN24_1025698,Don't know / Not sure,NA,NA
GEN24_1025704,Agree,Agree,Agree
GEN24_1025706,Agree,NA,NA
GEN24_1025715,Agree,Agree,Agree
GEN24_1025716,Disagree,NA,NA
GEN24_1025719,Agree,Agree,Agree
GEN24_1025721,Don't know / Not sure,NA,NA
GEN24_1025727,Disagree,NA,Agree
GEN24_1025742,Agree,NA,NA
GEN24_1025748,Don't know / Not sure,Agree,Agree
GEN24_1025766,Agree,Agree,Agree
GEN24_1025778,Agree,NA,NA
GEN24_1025780,Don't know / Not sure,NA,Agree
GEN24_1025781,Don't know / Not sure,NA,NA
GEN24_1025786,Agree,NA,Agree
GEN24_1025789,Don't know / Not sure,NA,NA
GEN24_1025799,Agree,NA,NA
GEN24_1025806,Don't know / Not sure,NA,NA
GEN24_1025815,Agree,NA,NA
GEN24_1025824,Disagree,NA,NA
GEN24_1025843,Disagree,NA,NA
GEN24_1025845,Agree,NA,NA
GEN24_1025847,Agree,Agree,Agree
GEN24_1025849,Don't know / Not sure,NA,NA
GEN24_1025853,Don't know / Not sure,NA,NA
GEN24_1025857,Agree,NA,NA
GEN24_1025859,Agree,NA,Agree
GEN24_1025861,Disagree,NA,NA
GEN24_1025863,Don't know / Not sure,NA,NA
GEN24_1025864,Agree,NA,NA
GEN24_1025870,Don't know / Not sure,Agree,Agree
GEN24_1025873,Agree,Agree,Agree
GEN24_1025875,Agree,Agree,Agree
GEN24_1025887,Agree,NA,NA
GEN24_1025892,Agree,Agree,Agree
GEN24_1025894,Disagree,NA,NA
GEN24_1025904,Agree,NA,NA
GEN24_1025906,Agree,NA,NA
GEN24_1025907,Agree,Agree,Agree
GEN24_1025914,Disagree,Agree,Agree
GEN24_1025920,Disagree,NA,NA
GEN24_1025922,Don't know / Not sure,NA,NA
GEN24_1025927,Don't know / Not sure,NA,NA
GEN24_1025929,Disagree,NA,NA
GEN24_1025931,Disagree,NA,NA
GEN24_1025952,Don't know / Not sure,NA,NA
GEN24_1025953,Agree,NA,NA
GEN24_1025958,Disagree,NA,NA
GEN24_1025965,Agree,NA,NA
GEN24_1025967,Agree,Agree,NA
GEN24_1025969,Agree,NA,NA
GEN24_1025971,Don't know / Not sure,NA,NA
GEN24_1025972,Don't know / Not sure,NA,NA
GEN24_1025973,Agree,NA,NA
GEN24_1025975,Agree,NA,NA
GEN24_1025976,Agree,Disagree,Agree
GEN24_1025980,Don't know / Not sure,NA,NA
GEN24_1025986,Agree,Agree,Agree
GEN24_1025987,Don't know / Not sure,NA,NA
GEN24_1025989,Agree,NA,NA
GEN24_1026000,Agree,NA,NA
GEN24_1026013,Agree,Agree,Agree
GEN24_1026014,Agree,Agree,Agree
GEN24_1026016,Agree,Agree,Agree
GEN24_1026019,Agree,NA,NA
GEN24_1026032,Don't know / Not sure,NA,Agree
GEN24_1026037,Agree,Agree,Agree
GEN24_1026048,Agree,NA,NA
GEN24_1026051,Don't know / Not sure,Agree,Agree
GEN24_1026055,Disagree,NA,NA
GEN24_1026065,Don't know / Not sure,NA,NA
GEN24_1026067,Agree,NA,NA
GEN24_1026069,Don't know / Not sure,Agree,Agree
GEN24_1026071,Agree,Agree,Agree
GEN24_1026076,Don't know / Not sure,Agree,Agree
GEN24_1026078,Don't know / Not sure,NA,NA
GEN24_1026080,Disagree,NA,NA
GEN24_1026082,Agree,NA,NA
GEN24_1026087,Agree,Agree,Agree
GEN24_1026089,Agree,Agree,Agree
GEN24_1026094,Agree,Agree,Agree
GEN24_1026098,Don't know / Not sure,Agree,Agree
GEN24_1026099,Disagree,NA,NA
GEN24_1026104,Agree,NA,NA
GEN24_1026107,Agree,Agree,Agree
GEN24_1026108,Agree,Agree,Agree
GEN24_1026109,Don't know / Not sure,NA,NA
GEN24_1026113,Don't know / Not sure,NA,NA
GEN24_1026116,Agree,Agree,Agree
GEN24_1026117,Disagree,Agree,Agree
GEN24_1026119,Don't know / Not sure,NA,NA
GEN24_1026132,Agree,Agree,Agree
GEN24_1026133,Disagree,NA,NA
GEN24_1026141,Don't know / Not sure,Agree,NA
GEN24_1026145,Agree,NA,NA
GEN24_1026149,Disagree,NA,NA
GEN24_1026153,Don't know / Not sure,NA,NA
GEN24_1026164,Agree,NA,NA
GEN24_1026177,Agree,NA,NA
GEN24_1026180,Agree,NA,NA
GEN24_1026183,Disagree,NA,NA
GEN24_1026189,Don't know / Not sure,NA,NA
GEN24_1026192,Disagree,NA,NA
GEN24_1026197,Agree,NA,NA
GEN24_1026201,Don't know / Not sure,NA,NA
GEN24_1026206,Disagree,Agree,Disagree
GEN24_1026209,Agree,Agree,Agree
GEN24_1026214,Agree,NA,NA
GEN24_1026220,Don't know / Not sure,NA,NA
GEN24_1026221,Agree,Agree,Agree
GEN24_1026223,Agree,NA,NA
GEN24_1026225,Don't know / Not sure,NA,NA
GEN24_1026226,Agree,NA,NA
GEN24_1026234,Agree,Agree,Agree
GEN24_1026238,Agree,NA,NA
GEN24_1026243,Agree,Agree,Agree
GEN24_1026249,Don't know / Not sure,NA,NA
GEN24_1026257,Disagree,NA,NA
GEN24_1026258,Don't know / Not sure,NA,NA
GEN24_1026261,Agree,Agree,Agree
GEN24_1026262,Don't know / Not sure,NA,NA
GEN24_1026264,Agree,NA,NA
GEN24_1026267,Agree,Agree,Agree
GEN24_1026271,Agree,NA,NA
GEN24_1026276,Agree,Agree,Agree
GEN24_1026282,Agree,NA,NA
GEN24_1026285,Disagree,NA,NA
GEN24_1026288,Agree,Agree,Agree
GEN24_1026292,Agree,NA,NA
GEN24_1026295,Agree,NA,NA
GEN24_1026296,Agree,NA,NA
GEN24_1026298,Agree,Agree,Agree
GEN24_1026301,Agree,Agree,Agree
GEN24_1026302,Agree,Agree,Agree
GEN24_1026304,Agree,NA,Agree
GEN24_1026306,Agree,Agree,Agree
GEN24_1026314,Don't know / Not sure,NA,NA
GEN24_1026315,Don't know / Not sure,NA,NA
GEN24_1026319,Agree,Agree,Agree
GEN24_1026323,Don't know / Not sure,NA,Agree
GEN24_1026325,Don't know / Not sure,NA,NA
GEN24_1026327,Agree,NA,NA
GEN24_1026328,Agree,Disagree,Agree
GEN24_1026337,Disagree,NA,NA
GEN24_1026339,Disagree,NA,NA
GEN24_1026346,Agree,Agree,Agree
GEN24_1026349,Agree,NA,NA
GEN24_1026350,Agree,Agree,Agree
GEN24_1026352,Disagree,NA,NA
GEN24_1026354,Disagree,Agree,Agree
GEN24_1026357,Agree,Agree,Agree
GEN24_1026360,Agree,NA,Agree
GEN24_1026362,Agree,Agree,Agree
GEN24_1026363,Don't know / Not sure,Agree,Agree
GEN24_1026377,Agree,Agree,Agree
GEN24_1026379,Agree,NA,NA
GEN24_1026386,Disagree,NA,NA
GEN24_1026389,Disagree,NA,NA
GEN24_1026390,Agree,NA,NA
GEN24_1026395,Agree,NA,NA
GEN24_1026400,Disagree,NA,NA
GEN24_1026402,Agree,NA,NA
GEN24_1026407,Agree,NA,NA
GEN24_1026414,Agree,NA,NA
GEN24_1026417,Agree,NA,NA
GEN24_1026419,Don't know / Not sure,NA,NA
GEN24_1026423,Disagree,NA,NA
GEN24_1026425,Agree,NA,NA
GEN24_1026426,Agree,NA,NA
GEN24_1026427,Agree,Agree,Agree
GEN24_1026430,Don't know / Not sure,NA,NA
GEN24_1026432,Don't know / Not sure,NA,NA
GEN24_1026437,Agree,Agree,Agree
GEN24_1026440,Agree,NA,Agree
GEN24_1026443,Don't know / Not sure,NA,NA
GEN24_1026444,Disagree,NA,NA
GEN24_1026451,Agree,NA,NA
GEN24_1026460,Agree,Agree,Agree
GEN24_1026464,Disagree,NA,NA
GEN24_1026471,Agree,NA,NA
GEN24_1026472,Disagree,NA,NA
GEN24_1026477,Agree,NA,NA
GEN24_1026484,Don't know / Not sure,NA,NA
GEN24_1026488,Agree,NA,NA
GEN24_1026489,Agree,NA,NA
GEN24_1026499,Disagree,Agree,Agree
GEN24_1026500,Disagree,NA,NA
GEN24_1026502,Agree,NA,NA
GEN24_1026504,Agree,NA,NA
GEN24_1026513,Agree,Agree,Agree
GEN24_1026515,Agree,Agree,Agree
GEN24_1026516,Agree,NA,NA
GEN24_1026520,Agree,Agree,Agree
GEN24_1026521,Don't know / Not sure,NA,NA
GEN24_1026523,Agree,NA,NA
GEN24_1026526,Agree,NA,NA
GEN24_1026528,Agree,NA,NA
GEN24_1026529,Agree,NA,NA
GEN24_1026530,Agree,Agree,Agree
GEN24_1026532,Disagree,Disagree,Disagree
GEN24_1026542,Agree,NA,NA
GEN24_1026548,Agree,Agree,Agree
GEN24_1026574,Agree,NA,NA
GEN24_1026575,Don't know / Not sure,NA,NA
GEN24_1026577,Disagree,NA,NA
GEN24_1026580,Don't know / Not sure,NA,NA
GEN24_1026581,Don't know / Not sure,NA,NA
GEN24_1026586,Don't know / Not sure,Agree,Agree
GEN24_1026588,Agree,Agree,Agree
GEN24_1026598,Don't know / Not sure,NA,NA
GEN24_1026600,Don't know / Not sure,NA,NA
GEN24_1026602,Agree,NA,NA
GEN24_1026603,Disagree,Agree,Agree
GEN24_1026605,Agree,NA,NA
